original_product_id,class_name,return_reason_text,article_type,product_id,image_filename
1057,Pants,"Just received these and they fit perfectly, but the panels are different shades of gray. the color is not consistent and it make them look bad. they are perfect otherwise, but sadly they are not wearable. i will be returning",Trousers,23039,23039.jpg
999,Skirts,It is a shame when a product such as this is left on the website after so many comments reveal the item to be more defective in production than an opinion of size proportion. i read the reviews so had expected the item to run small so i ordered accordingly...this does not run small-this is not representative of any of the three categories one associates with women's apparel sizing. i am usually a small and the description by previous reviewers described the fit as being perfect for me-very small,Skirts,8498,8498.jpg
1110,Dresses,"I was very excited to receive this dress because of the cute photo. however, upon arrival i was completely disappointed. the color is much more drab than the photo. the smudged polkadots weren't attractive. there were many little bumps and pulls in the linen. the dress is super heavy. the pleats around the waist did not lay correctly.
and it adds 10 pounds to your hips! super sad! i am sending it back.",Dresses,43644,43644.jpg
1110,Dresses,"This dress is just very unattractive. it is quite short-waisted, almost empire and so the pockets hit in an odd place. also it is very long - midi length - and the skirt is very wide. the effect is matronly, not cute at all. size-wise it fit true to size and it is a nice medium weight denim and the construction is good.",Dresses,59968,59968.jpg
1082,Dresses,"Every single time i was in a store, this dress caught my eye. there was never a large or xl to try on; however, so when a free shipping offer came up, i took a chance and ordered both. the xl was too large; the large was much better, but a little snug, so if it shrunk, i would have been out of luck. if i would have kept one, it would have been the large; however, they are both going back. a plaid dress sounds like a good idea for the winter when you look at it on the hanger, but on a body, it is",Dresses,52125,52125.jpg
1082,Dresses,"Like some other reviewers, i, too, have to comment on the dress's fit. the dress doesn't fit right around the bust or the waist. as a seamstress myself, i know that the problem is that it doesn't have any darts in the bust, and thus the bust and the waist are just about the same size. this dress really just needed a few of these extra hidden details to fit right. while a belt helps, i don't think it helps enough to justify the price. it's too bad--i think the concept of it is cool, and i was rea",Dresses,57055,57055.jpg
1081,Dresses,"I was really excited about this dress. i had only seen it online and it looked like the perfect transitional piece, casual or dress up. when it arrived in the mail, the feel of the fabric was great and i slipped it on and it was so comfy i felt like i was wearing a nightdress. unfortunately it hung like that, too. the material sags in places it shouldn't. i have a 5'8"" 125 lb frame, and i ordered an extra small, and both my husband and sister said it was unflattering and urged me to send it back",Dresses,40405,40405.jpg
1059,Pants,"These pants are the perfect color, and i love the detail of the zippered pockets... i was so excited when they came in the mail and fit pretty well. they were slightly loose, but i thought they would hold their shape and the size smaller would be too small. after an hour of wear, i was swimming in these! i can almost pull them down without unzipping them and the seat of the pants looks particularly, um, saggy. i am in-between a 4 and 6, and since the pants are detailed as slim fit, i thought it",Trousers,16624,16624.jpg
975,Jackets,"The button fell off when i took it out of the bag, and i noticed that all of the thread had unraveled. will be returning :-(",Jackets,9980,9980.jpg
975,Jackets,"I ordered a small, but it was way to big. it was very soft.",Jackets,24135,24135.jpg
1059,Pants,"These were so perfect for the first hour or so. i was convinced they were my new favorite pants! but their initial forgiveness turned into a slovenly stretch, and they creased and wrinkled like crazy after i'd been sitting a couple hours. it looked downright embarrassing - saggy and wrinkly (radiating from the crotch, no less) . i got them in the gray, and it's possible that other colors use different, less awful fabric.",Trousers,54896,54896.jpg
1078,Dresses,"I have a holding horses dress similar to this one from about a year ago.  i loved the swinging fit without it looking like a maternity dress.   the fit and style of this dress is wonderful, it's the color that killed it for me.   i ordered the ""orange"" because i liked the photo on the model.  when the dress arrived in the mail, i could hardly take it out of the package and try it on.   the color is almost neon orange.   too much for this redhead.  hard to wear that bright neony color.  not sure",Dresses,43515,43515.jpg
984,Jackets,This was completely different than i expected. the xs/s was so large that it looked messy. unfortunately i had to return it.,Jackets,19245,19245.jpg
1078,Dresses,"I loved this dress and it fit perfectly. i did not have any issue with the camisole being tight, and i am really curvy. i did however have a problem trying to take it off. it has no zipper and in order for me to get it over my head i had to stretch my shoulders to the point where i ripped the back. i went to the store and tried on the larger size and ripped that one too. i tried to take it off more delicately but i couldn't. maybe it was me, but this dress is too much hassle. if i went any highe",Dresses,41786,41786.jpg
1099,Dresses,As the other reviewer stated the dress is not lined and the fabric feels very cheap. i tried the sp as well and felt i could have gone down to the xsp. i like the style and coloring but given the price and lack of quality this is going back.,Dresses,59993,59993.jpg
991,Skirts,"The skirt is totally see through unless you wear a slip. even though it has a built in slip, it is still see through. the problem is that the slip is made out of the same super thin polyester material as the outside skirt. if it wasn't see through i would keep it.",Skirts,35958,35958.jpg
1078,Dresses,"Loved this dress online, but my small pettie stature made me looks like an orphan from the prairie.",Dresses,51450,51450.jpg
1078,Dresses,Horrible fit. i do not understand why they but a aline dress with a skin non aline camisole under the dress.,Dresses,48482,48482.jpg
1078,Dresses,"Was excited to receive this dress as i got it at a great price on sale. the colors are great and it fits pretty good, but it came without a slip!!  so disappointing to not receive the entire dress!!  hence the 2 stars. may send it back for this reason.",Dresses,43658,43658.jpg
1078,Dresses,I really loved this in the catalog. the fabric and details are very pretty. however it's a lot of fabric without much form. my husband suggested it for maternity (not realizing it has fitted slip). not for curvy/ hourglass.  had to send it back.,Dresses,49631,49631.jpg
1078,Dresses,"I ordered this dress is in the yellow/orange. the colors are pretty, the pink detail is nice and that's about it. the slip underneath is a form fitting yellow cotton - no big deal. the dress itself runs very large and in an unflattering way. if i was pregnant, it was perfect. the material feels cheap to me and this, along with the roomy fit - is why this dress will be returned.",Dresses,5570,5570.jpg
1078,Dresses,"This is a beautiful dress. however, it looked awful on me. i ordered the medium and it was huge. also, i looked 7 months pregnant. not a good style for the short person.",Dresses,41570,41570.jpg
1078,Dresses,"Oh such a classic retailer look for summer! a vintage pattern on a crisp cotton fabric. i was immediately drawn to it. but wait- there is a sort of wrap around tie at the waist, creating the look of an apron. yes. it looks like one is wearing a full apron. or scrub dress. 
why?? this would have been sooo much better as a simple shift or a skirt/blouse combo.",Dresses,46285,46285.jpg
1078,Dresses,"The material is adorable and if it was available in a blouse with sleeves, i would buy in a minute. we have a pool and i thought it would be cute to wear while entertaining. now the cons, i am long waisted and this strange tie knotted high under the bustline giving an odd lumpy look. it runs short and i can't imagine who thought this design was a good idea. there were no reviews when i ordered. i am learning to try it on in the store and/or read the reviews before investing. i would say go up a",Dresses,34586,34586.jpg
1078,Dresses,"Totally bummed. the pretty print doesn't outweigh the very odd fit of this dress. makes you look really top heavy and even the print, which looks so cute online, looks muddled in person. sadly, went right back.",Dresses,48467,48467.jpg
1081,Dresses,"I really liked this dress in pictures online. i wanted to wear it to work on casual fridays. everything about this dress was a disappointment, especially at this price point. the fit was weird: tight in some places, too loose in others (i'm usually xs or s, i ordered this one is s). it's made out of a fairly thick and warm material, yet the neck area of the dress is more exposed than it appears in pictures, especially in the back, making it awkward to have this very warm dress with neck, upper b",Dresses,33209,33209.jpg
1081,Dresses,"I was thoroughly underwhelmed. it did not hang well, and the fit seemed off. the tie waist just sort of hung there. i could have sized down, but i didn't even want to bother. it was pretty boring and flimsy for $138.",Dresses,47676,47676.jpg
1094,Dresses,"After reading every review, i was certain i knew exactly what i was getting with this dress. wrong. i sized up from a small to a medium and the dress was still uncomfortably tight on my rib cage. the top is very exposing of the bust, and i'm small busted. i can't stand wearing camis, so there no way i'd be able to wear this dress even if i sized up again to a large. for reference, i'm 5'6"", a straight build 134 lbs, and wear a 6. pluses on this dress are, i loved the green color and length of sk",Dresses,57050,57050.jpg
1094,Dresses,"The print and fabric are great, but this dress has odd construction, or maybe i have an odd construction. anyway, i'm 5-5, weigh 125-130, 36d. i ordered the small and it fit perfect up top and in the arms - but the issue was in the hips. i'm somewhere between athletic and curvy. the skirt looks more a-line in the photo, but it's actually cut pretty straight. spanx would have helped, but i'm not about to wear spanx all day in a work/casual dress, i think a medium would make the top too big, so i",Dresses,34066,34066.jpg
1037,Jeans,"So these look so good online - i love flare and the button detail. however, on me, they were very long (which i knew) but too thigh-hugging for my taste, and the buttons looked cheap (i ordered the tan color). thus, back they went. for reference, i am 5'5"" and 125# and ordered the 6.",Jeans,51497,51497.jpg
1099,Dresses,"This is a pretty dress, but the cut is quite boxy. i had thought that the dress would cut in a bit along the body and then ""flare out"" more around the waist down to the hem; however, the dress is baggy from the sleeves all the way down, which lends to a rather unflattering look.",Dresses,57038,57038.jpg
1099,Dresses,"The quality and fabric of this dress are lovely, but unfortunately i found it to be very unflattering and shapeless. it fit me like a sack, i ordered the m and i suppose i should've sized down, but even in the s i'm afraid this would be far too large. for reference, i am 5'7 and 135 lbs. i have a curvy build so this shape dress just wasn't right on me. i imagine it will look cute on more of a boyish figure. returned.",Dresses,34600,34600.jpg
1084,Dresses,"Since this sold out so fast i ordered an xsp which is too short (i'm 5'5""), it also is too big! the empire waist has no shape or flatter, the sleeves are huge, the neckline was falling off my shoulder, i put it on and instantly knew this was all wrong.   the print is very fun and my guess is that's what is attracting everyone to it.  it looked like a big floppy mess of cute fabric on me.  back it goes.",Dresses,40148,40148.jpg
1078,Dresses,"I returned this dress because the material is so flimsy and thin. i was expecting higher quality, especially for the price. i was disappointed. it is a pretty dress and fit great, but i felt like i was wearing tissue paper.",Dresses,6885,6885.jpg
1076,Dresses,"Was very surprised when i opened the package, this dress is very thin fabric and you need to wear a half slip as it is see through. the top of the dress is short to the draw string and does not drape bloused style at all. i have a short waist length so it should have worked. the color is a little darker than pictured, but over all looks cheap so full price with tax makes it way over priced. going back asap.",Dresses,52123,52123.jpg
1049,Pants,"The black band seemed to cut across the widest part of my hips, emphasizing them. the pants are sheer. the fabric was not comfortable against my skin. overall, the pants were a miss.",Trousers,29685,29685.jpg
1035,Jeans,"I love my very old pilcro stet jeans. they are the perfect denim weight, and the back pockets are set in a way that is very flattering for the tush. not so with the newer pilcros unfortunately. the denim is thinner and may have more stretch and they get worn and pill on my inner thighs. and the back pockets are set far apart making my back side look unnaturally wide. it's a bummer.",Jeans,9150,9150.jpg
1038,Jeans,"If these jeans work for you, you're a lucky girl! the fabric is really thick and soft. pocket detail is cool and the hidden multicolored button placket is a nice detail. i ordered down a size. they're tight across my thighs and seem shorter than a 30"" inseam. the fit is boxy and not flattering on me but pants are so cute i may keep them anyway.",Jeans,56828,56828.jpg
1038,Jeans,"These jeans are adorable! i'm so sad they didn't fit. my legs are bigger than the rest of my body, but i usually have good luck with wide leg pants. if you are looking for wide legs, these are not the jeans for you!",Jeans,52555,52555.jpg
1038,Jeans,These jeans were so cute on- wore them a handful of times and they'd been washed twice. put them on and - rip! ripped right at the crotch in the front so not fixable- and on vacation no less when i had to scramble to find something else to wear. poor quality - disappointing and not what i expected from retailer. :-( they also run large even for a more relaxed fit- sized down for a good fit.,Jeans,12759,12759.jpg
1072,Dresses,"After the second wash, the stitching in the armpits completely fell apart. after sewing it back up, wearing it, and washing it a third time, the stitching in the other armpit completely fell apart as well. not sure if this was just a fluke, but it was very disappointing. now that both armpits are sewn and all other stitches are intact, i must say that this is a great dress. i would have returned the dress to retailer, but i've already washed and worn it, so again...very disappointing. i would say",Dresses,38839,38839.jpg
1153,Dresses,"With all of the glowing reviews of this dress, i so badly wanted to adore this very special cocktail dress. it fit nicely, the quality was great, but there is a decorative (?) line of hook and eyes down the front which come undone with the slightest movement. i wore the dress out one time and was paranoid the entire time, kept glancing down to make sure i hadn't come undressed. i suppose i could've gotten out the needlenose and crimped them all shut, but decided to take it back. i didn't see tha",Dresses,34585,34585.jpg
1072,Dresses,"When i ordered this online, i should have paid more attention to the picture. the dress comes to the knees of the 5'10"" model. i was swimming in small petite size. i checked the label and wondered whether i received the wrong size. nope, it was ps. either the dress was mislabeled, or this is cut huge. returning. too bad because the shape and color are cute.",Dresses,43515,43515.jpg
975,Jackets,"I built a new wardrobe around the three lovely velvet blazers: moss, copper and burgundy. they are soft, well-fitting, pretty linings and very satisfactory. this new version is stiff material, and ill-fitting. not coming in petite is a problem and it may fit others better, but it is too full across the front. with the stiff materials, this is a bad fit. disappointing and going back.",Jackets,15962,15962.jpg
1110,Dresses,"The dress was just too ill fitting and bulky and large. it was more matronly looking then anything and did not fit well. if you are going to try it, probably size down 2 sizes. for reference, i'm 5'4"" and 124 lbs. i bought my normal size 4 and it was very large. i would not recommend as it's just not flattering. i love one shoulder dresses and tops so was very disappointed as i'm an retailer devotee....",Dresses,2712,2712.jpg
1024,Jeans,"I had such high hopes, but they are just slightly off. they run a tad large, so i suggest sizing down. (i usually wear a 28 or 29, and the 28 fit nicely through the hips and thighs.)
unfortunately, the color is off- i thought they were going to be a dark midnight blue, but they are actually gray. and they have a button-fly closure which causes the pants to protrude a bit in the area where no woman wants protrusion. i will be returning them.",Jeans,51509,51509.jpg
1094,Dresses,This dress just fits weird. maybe it works for somebody..... there is a reason it has been put on sale...,Dresses,18758,18758.jpg
1094,Dresses,This dress has a great shape and fabric - but the v neckline is too deep/low and the arm holes are also cut too low. would loved to have been able to keep it but had to return.,Dresses,25908,25908.jpg
1094,Dresses,"This is a really nice quality dress. it is a low-cut v-neck but the fabric is form fitting so its not revealing when u move. i love the top part of the dress but the skirt just did nothing for me. it's a soft material but the skirt almost resembles a bath towel in look and feel. i am petite in size (5'0"" 100lbs). i will be returning due to the skirt being to loose on me in width rather than length. also, the center pleat of the skirt makes it look a bit odd. the skirt hit right at knee height.",Dresses,18754,18754.jpg
1094,Dresses,"I grabbed my typical size (8) and found it fit snug in the bust. the fabric has plenty of stretch, so the snugness was fine, especially because it meant there was no gaping along the neckline in the front. it's lowcut, but i didn't feel particularly exposed. i ended up not buying it because i don't think it fit my body right. the distance between the top of the shoulder and the bottom of the arm hole was too long for me - a significant portion of my bra was exposed at the bottom of the arm hole",Dresses,59983,59983.jpg
1080,Dresses,"I saw this dress in the catalog and immediately ran to the store to purchase. then i realized the dress in the catalog is slightly different, but the small differences is what makes the catalog dress so much more unique and worth the money! look at the top, the stripe colors are different. and the stripes flow different on the skirt part as well. and the dress was short on me and i'm two inches shorter than the model. bummer.",Dresses,38841,38841.jpg
1077,Dresses,"This dress reminds me of a fabric used for curtains. it is sturdy beautiful and strong. i looked like a large picture window in it. if i was 5'10"" and 120 pounds it may have worked ?",Dresses,6868,6868.jpg
1077,Dresses,"Nice quality fabric and design, but found the armhole cut weirdly and fit of upper bodice strange. wanted to love it but sadly sent it back",Dresses,57053,57053.jpg
1072,Dresses,"This dress looks cute online, but it is enormous. i bought a small, but it looked more like a 3x plus size. i tried it on, just in case, and honestly it looked like a great dress for a clown. this dress must have had two feet of fabric pinned behind the model in the photo.",Dresses,44682,44682.jpg
1072,Dresses,"I've been eyeing this dress for months, so when it went on sale i finally purchased it. now i see why it's on sale.
the dress runs extremely large and has no shape.... looks like a potatoe sack and i feel like moo...moo in it!
this will be going back to the store!!!!",Dresses,58501,58501.jpg
1077,Dresses,"The title says it all. while the quality was good, when i put this dress on a felt like i was wearing a shapeless sack fashioned out of wallpaper. the length was longer than on the model (makes sense since i am only 5'5""), which was ok, but the overall fit was just too big. i am a size 2 and tried the xs, which was huge. just not flattering or breezy or sexy in any way. going back!",Dresses,44643,44643.jpg
1072,Dresses,"Man, this dress is the worst. i don't understand how it looks the way it does on the model. agree with previous reviewer - there must be a minimum of 200 pins pulling the waves and waves of extra fabric back. this dress looks so cute , but is so, so, so disappointing in person. sweater collar and cuffs - stiff and bulky. dress - billowy and sack-like - not sure how they got a belt to pull it all in. save yourself the return and do not get sucked in by the sale price and extra sale discount like",Dresses,34565,34565.jpg
1072,Dresses,"So disappointed. i love retailer! this was a huge disappointment. i am 5'3"" and 120 pounds. when i put it on, all i could think was that i looked just like a clown due to the big cowl neck and how large and round the dress made me look. if i wasn't so disappointed, i might have laughed. this had to have been a design mistake. i've truly never seen something so unflattering.",Dresses,13290,13290.jpg
1075,Dresses,Such a great dress. fit is flattering. the small v cut in the front and beading around the neckline keep it from becoming a boring lbd. classy enough to wear to a funeral but can be dressed up with some killer shoes. thrilled with purchase!,Dresses,33203,33203.jpg
1072,Dresses,"The cowl and cuffs of the dress are thick and heavy sweater material, but the dress itself is extremely thin. the non-belted pictures do not show how much volume there is to the dress, which was enormous in my normal size.",Dresses,8486,8486.jpg
1078,Dresses,"Unlike the other two reviews , i found this dress horrid. i ordered a xs since i am between that and a s. it was just too much fabric for me. . i have a small frame, so it was just so overwhelming, the armholes were big and i felt like i had a bag on me. colors were nice and fabric was soft and light.. the belt made no sense as others have said. length was good. i tried it on as soon as i got it and couldn't take it off fast enough. i literally ran to the post office and back it goes. this is my",Dresses,2712,2712.jpg
1078,Dresses,"Too full of a dress for me. i tried a belt and it is then too chunky. if you are younger, tall and slim, this would look great",Dresses,48464,48464.jpg
1078,Dresses,"As soon as i saw this dress i ordered it...i didn't want to miss out on it. i loved the look...the colors were so fun and bright...i thought it was going to be my perfect dress for an upcoming trip to hawaii. i am 5'4"" about 118#. i ordered a pxs. when it arrived i loved the feel of the fabric and the colors but was wondering what it would look like on as it was a lot of fabric. i know it is to be flowing but on me it was just awful. part is that the ties on the shoulder are sewn in place so i c",Dresses,57989,57989.jpg
1078,Dresses,"But like other reviewers said, it looks nothing like the picture of the model. i am 5'3"" and 110 lbs, i usually wear an xs in maeve and i ordered the xs petite - the straps are not adjustable so the top part of the dress is up too high and then there is just so much material, it looks like i'm 6 months pregnant. and i usually love loose dresses like this, but the way this falls really does make you look like you are hiding a sack of potatoes. so bummed, because the material is beautiful and i lo",Dresses,37198,37198.jpg
1088,Dresses,"This dress had so much potential. looked cute when i received it. put it on & couldn't wait to take it off. it's shapeless, top heavy & just overall unflattering. the material could be cute....on a totally different dress. don't waste your money.",Dresses,14197,14197.jpg
1022,Jeans,"Long-time ag jeans fan. lately though, i'm finding the material is much too stretchy. i wanted a good pair of jeans. if i wanted pajama jeans, i would've ordered them. i found the same thing with the steve capris i ordered (same review there).
so back both pairs went. 
it's a shame because the color was as pictured and just what i wanted. if only they had been made out of actual jeans material.",Jeans,5768,5768.jpg
967,Jackets,"This jacket was cute, however, i am normally a large with a bit of room to spare.  this has the irritating issue of not fitting under the arms and across the chest and shoulders.  it is not my shape as most other brands at retailer fit me. this jacket is not sized correctly.",Jackets,19339,19339.jpg
1088,Dresses,"Contrary to the first review, there is a zipper so while it wasn't easy to get on, it did fit over my bust. i found this too small and high waisted, and i already have a high waist so i can imagine it looking empire waisted on a normal torso. what i hated was the ridiculous inverted pleat in the front of the dress which is almost impossible to see in the online photo. it made my already busty frame even wider and more unflattering. the lining was nice and soft and the sleeve length and hemline l",Dresses,59908,59908.jpg
1088,Dresses,Bought the dress online and it only has an eye and hook at the top. the waist has no stretch and their isn't a zipper. you have to be a contortionist to get it over your head and shoulders. so cute in the pic but not realistic. going back.,Dresses,57060,57060.jpg
1078,Dresses,"I wanted to love this dress so much so that i ignored earlier reviews and purchased it in two sizes to see if i could make it work. the fabric is gorgeous, but the fit was very unflattering. it's too large on top and hangs awkwardly in both sizes. i considered tailoring to make it work but with this pattern i felt like that would be a compromise. in the end i returned both sizes ast the fabric couldn't compensate for the very unflattering fit.",Dresses,31130,31130.jpg
1078,Dresses,"Was excited to wear the dress for the first time. but while standing in front of the mirror putting makeup on, the seam between the body and sleeve just started to unravel. strangest thing - just a random hole appeared :(.",Dresses,37937,37937.jpg
1095,Dresses,"I was so excited to get this dress, and it was such a disappointment! it looks so cute on the model, but it was very different when i got it. the color is a lot more yellow than i thought it would be, and the pattern just looked a bit strange--it stood out more against the yellow instead of looking neutral. the dress fit really awkwardly on the top. the straps were way too long, and the chest area was practically baggy when i put it on. i normally wear a 4p, and i ordered down to a 2p. the waist",Dresses,34095,34095.jpg
1078,Dresses,"I look like i put a baggy bag over my head. also, the material really seemed like fake velvet to me.",Dresses,47656,47656.jpg
1078,Dresses,I was so excited for this dress to come. i am 5&#39;1&quot; and 100lbs so i ordered and xs petite. it was literally falling down around my shoulders and gigantic all around. maybe on someone taller this would have looked great. i was also disappointed that the blue shown online was not accurate. my dress was a much lighter blue. back to the store it goes.,Dresses,59965,59965.jpg
1095,Dresses,"I usually love maeve and generally feel like everything they make was made for me. sadly, this dress is a definite exception, which could easily have been solved by changing the construction of the dress. as other reviewers stated, the dress does run small, but even if you size up, if you have any breasts at all, the dress will pull at the buttons, causing them to gape (i'm only a b cup, so not on the large side.) i'm pretty sure this is why the model has her arms crossed in the picture. i love",Dresses,23621,23621.jpg
1087,Dresses,"I'm not sure if i only received part of this dress as a mistake, but i received the chiffon shell, but there was no slip as pictured. it makes it kind of difficult to wear when the entire thing is sheer. i had high hopes, but sadly, this is being returned. the xs is out of stock now, so i can't even reorder. bummer.",Dresses,38838,38838.jpg
996,Skirts,"This skirt looks great on, i didn't even think before buying it, planning to wear it all summer. so the aesthetic is great. quality and design, not so much. you get exactly one good wear out of it before the folding absolutely disintegrates, it is not sewn in or built to last. 

then, it looks like a cheap sarong over a cheap miniskirt. i thought the dry cleaner might be able to fix it, but they said they would have to resew the whole garment, not exactly what you want to hear with almost bran",Skirts,27199,27199.jpg
1110,Dresses,"This dress is gorgeous as displayed at store. color is vibrant, but the one i ordered looked dull and wrinkles very easily. i wore it to a ceremony and the seatbelt left me wrinkled before i arrived. the top is very wide and best to wear strapless.",Dresses,51457,51457.jpg
1098,Dresses,"This dress was too cute to pass up! i loved it online but when i got it home, it was so tight i couldn't zip up my normal size. the length was perfect on me being 5'7"". the fabric and detail was beautiful. if you have a bust, order a size up. beautiful dress just really snug up top.",Dresses,57996,57996.jpg
1098,Dresses,"This dress is beautifully made, but it does not flair slightly as in the photo, it stick out like a tent. it might be a good maternity dress. the fabric is somewhat stiff andheavy with a slight texture.",Dresses,18174,18174.jpg
1094,Dresses,"I was extremely disappointed when this arrived. it's nothing like the red color shown, rather it's a very dull reddish color. as other reviews have suggested, it is very thin and runs large. i have to return.",Dresses,59909,59909.jpg
1094,Dresses,"I tried this dress on in the store. i loved the fabric and color, but the fit was huge, no matter how much i sized down. there are full dresses and tunics that are supposed to be loose, but this was shapeless in an unflattering way. i was attracted to the style and color, but the execution left much to be desired.",Dresses,49646,49646.jpg
1110,Dresses,"I ordered the dress on-line. this dress looked pretty, the material was soft and comfortable, the length was perfect, but the zipper was totally out of place. it bulged out in a weird way which made it look like the dress was torn. i had to return the dress. i normally don't see a problem at this level in retailer clothes.",Dresses,2705,2705.jpg
1077,Dresses,"I bought this dress because it was cute, swinging and lightweight -- seemingly perfect for this hot nyc summer. after on wash and dry, the dress is already ripped around two buttons. i'll still wear it but i don't think it'll last until next summer. kind of pitiful since it wasn't a cheap-o dress. also it is big but that seemed to be sort of the point.",Dresses,8481,8481.jpg
980,Jackets,"This arrived this week and i was so disappointed. the proportions are all wrong--- from the empire waist to the dolman sleeves, to the weird texture added to the material. if i could sum up this jacket with one word it would be ""weird"".",Jackets,14309,14309.jpg
985,Jackets,"While this is cozy and well made, the problem lies with the unavoidable exposure of the inside of the poncho, which looks unfinished. had the inside been lined or had the hue of the stripes continued through the material, the draped look of this piece would be gorgeous. unfortunately, the faded backside of the pattern (a glimpse of it under model's left hand), viewable through the very large arm holes (and impossible to hide), disrupts the effortless, fluid feel that a poncho should have. i was",Jackets,25025,25025.jpg
1083,Dresses,"This dress is beautiful and extremely well made... if you can get into it. the only way to close the dress is a line of difficult to button buttons up the back. it's form fitting, so you'd better be on your yoga a game or have a loved one or hand maiden to lend a hand. i thought about taking it to a tailor to install a hidden side zipper, but it's soooo form fitting i'm afraid i wouldn't wear it.",Dresses,42209,42209.jpg
1083,Dresses,"I had to review this because i purchased before any reviews were up and now that i've received this dress i'm appalled by all the positive reviews!!! this dress is hideous in person. seriously hideous. and even if you can get past the drapery fabric, it's incredibly restricting. the picture online is so misleading. the dress isn't even an ivory it's more of a pea green! so disappointed.",Dresses,4933,4933.jpg
1077,Dresses,"I saw this dress and loved everything about it! i was so sad when i tried it on and it was just too big. they were out of the smaller size, so i had to return it. the dress is well made and the color is just a bit neon compared to the picture.",Dresses,12849,12849.jpg
1073,Dresses,"So i really loved this dress. i am tall (6ft) and the size 8 was perfect length. i would have worn it with flat dressy sandals. i would say it is true to size. i am not a flowy dress kind of girl but this was just the perfect amount of ""flow"" without making me feel like i was wearing a long potato sack. the back is just gorgeous and unique. here is why i couldn't make it mine. the tube top part is completely detachable and extremely thin. there is literally not much to it and i'm not sure it wou",Dresses,41563,41563.jpg
1111,Dresses,I ordered a size 12 and it was huge on me! very loose fitting dress. i didn't like the material either.,Dresses,43677,43677.jpg
1025,Jeans,"These pants are more like 9"" not 10"". i was very dissappointed. the color is great and so is the fabric.
if you look more closely at the model the pants don't fit her either!! they are too small! i haven't decided whether or not to take them back because i am losing weight. i am a 31 so far but these pants are like a 30. i need the color because they go perfectly with a top i bought from retailer",Jeans,38995,38995.jpg
1078,Dresses,"This dress had an odd fit. very loose on top with pointy darts, very tight on bottom. fabric was stiff so it didn't move well with me",Dresses,48473,48473.jpg
1078,Dresses,"Was super excited to try this on, but had to go up 3 sizes from my normal 6 and the waist was still too tight - i was swimming in the top as well. just a very strange cut and unflattering. such a bummer because it's so pretty.",Dresses,46281,46281.jpg
1078,Dresses,"I ordered this dress in my usual sz 2 it seemed to be tight on the hips , then i tried the next sz 4 and it was tight because ,i realized that the lining was very sticky, and would bunch up underneath making the dress look defective on me, not for curvy on bottom. i think if you are more slim down below this will maybe work but i had to return for this reason. i was considering cutting out the lining because it was so cute, and i really liked the look of the dress, if it goes on sale i may purch",Dresses,34572,34572.jpg
1078,Dresses,"Generally, i find sizing at retailer to be very consistent, so i ordered this dress in the same size that i order all of my other retailer dresses. the bust was way to small. so i had to go and return this and have the next size up shipped to me. it's till way too small! in addition, the shipping was terrible - the dress was just dumped into a bag with no attempt to fold this, and the right strap was defective! it's so irritating that i have to return this again!",Dresses,25972,25972.jpg
1078,Dresses,"The cut of the bodice is very strange and unflattering. it is great quality, but designed poorly. returned it.",Dresses,31124,31124.jpg
1078,Dresses,"What is going on with maeve sizing this season? in the past two months, i've purchased two maeve dresses that run very small--particularly at the waist.  having many maeve items from past seasons and other recent retailer purchases, it's impossible to ignore that maeve's sizing is quite off. that aside, the vibrant summer colors and material quality are great. the skirt is lined but billowy and fuller than ideal. strangely, it's a lot of dress yet not enough at the same time. there bodice h",Dresses,38828,38828.jpg
1099,Dresses,"Unfortunately the dress is pulling apart after the first wash ( gentle hand wash cycle). also, there are no bra-straps holders, and my bra straps did show up a lot...",Dresses,25907,25907.jpg
1086,Dresses,"I love the pattern adn color combo, but, wow,t really flatering on me. too much fabric. i felt like i was trying to hide wight gain or pregnancy or wearing a mumu. anyway, not for me, but others might toll wnat to try in case it was just me... too bad.

length was decent in regulat size though, not too long. just too wide.",Dresses,57050,57050.jpg
1086,Dresses,"Beautiful floral print and while i like the concept of this dress it was a total failure for me. where the knit meets the print hit me at the top of my bust, truly a disastrous look for a bustier figure since the fabric just drapes down and made me look much larger than i actually am. same with the arms, if the white knit had carried down to the elbow it would have elongated the arms instead of cutting them off mid biceps to make them look like giant hams. i'm 5'6"" and a classic size 8 and this",Dresses,34115,34115.jpg
1084,Dresses,"This dress didn't work for me at all. i'm 6ft tall, 160lb, i usually wear size l 8/10, but based on the reviews i ordered an m. the material of this dress is very soft and fuzzy, color is about the same as pictured, also length is appropriate. dress is very thick and warm, the fabric however has no stretch at all, dress is very specious and shapeless. there is allot of room everywhere except shoulders & sleeves, i thought that area was tight & snug which is strange because it runs large everywhe",Dresses,48524,48524.jpg
1086,Dresses,Way too big and had a granny like styling. was very excited but ultimately took it back.,Dresses,34581,34581.jpg
1084,Dresses,"I got this dress and the material was super fuzzy and itchy. the prior reviews stated it was ""warm and cozy"" and not itchy at all, but i found it to be uncomfortably so. the dress was true to size for me and the length was good. i loved the plaid in the material just wished the material had been more soft and not rough. the material reminded me of mohair.",Dresses,47655,47655.jpg
